emp_no,first_name,last_name,from_date,to_date
487386,Byong,Ramaiah,2000-10-09,2001-09-04
487386,Byong,Ramaiah,1994-10-10,2000-10-09
487393,Keung,Hebert,2000-07-18,9999-01-01
487393,Keung,Hebert,1995-07-19,2000-07-18
487397,Mara,Farrag,1993-01-25,1998-01-25
487397,Mara,Farrag,1998-01-25,9999-01-01
487405,Ioana,Krychniak,1987-07-08,1994-07-08
487405,Ioana,Krychniak,1994-07-08,9999-01-01
487422,Adhemar,Maksimenko,1988-01-21,9999-01-01
487436,Paraskevi,Holburn,1985-08-18,1986-10-06
487437,Mohammad,Rajcani,1995-01-12,9999-01-01
487442,Boutros,Dredge,1986-09-23,1994-09-23
487442,Boutros,Dredge,1994-09-23,9999-01-01
487444,Aran,Uehara,1985-11-11,1993-11-11
487444,Aran,Uehara,1993-11-11,9999-01-01
487462,Dipayan,Bierbaum,1999-05-19,9999-01-01
487478,Nahid,Weisert,1985-07-18,9999-01-01
487482,Tayeb,McAlpine,1998-07-26,9999-01-01
487495,Dekang,Shobatake,1997-01-07,2002-01-07
487495,Dekang,Shobatake,2002-01-07,9999-01-01
487496,Masamitsu,Zaccaria,1985-11-01,9999-01-01
487498,Lakshmi,Hebden,1986-06-16,1994-03-31
487502,Owen,Peris,1988-11-03,9999-01-01
487503,Bernardo,Maraist,1989-04-20,1997-04-20
487503,Bernardo,Maraist,1997-04-20,9999-01-01
487508,Arfst,Roohalamini,1987-01-07,1993-01-06
487508,Arfst,Roohalamini,1993-01-06,9999-01-01
487522,Marlo,Kemmerer,1987-08-13,1992-08-12
487522,Marlo,Kemmerer,1992-08-12,9999-01-01
487525,Irena,Buescher,1992-04-12,9999-01-01
487525,Irena,Buescher,1987-04-13,1992-04-12
487529,Toshimori,Jiang,1993-03-16,9999-01-01
487538,Tomokazu,Douceur,1990-05-08,9999-01-01
487538,Tomokazu,Douceur,1985-05-08,1990-05-08
487541,Temple,McConalogue,1985-10-01,1991-10-01
487541,Temple,McConalogue,1991-10-01,1995-06-27
487543,Xiping,Menhoudj,1993-08-20,9999-01-01
487543,Xiping,Menhoudj,1988-08-20,1993-08-20
487567,Dhritiman,Rahimi,1991-02-25,9999-01-01
487577,Nidapan,Bottner,1986-12-29,9999-01-01
487579,Zhongwei,Maksimenko,1997-01-30,9999-01-01
487580,Guiseppe,Gerteisen,1993-02-08,1999-02-08
487580,Guiseppe,Gerteisen,1999-02-08,9999-01-01
487582,Domenico,Katalagarianos,1994-09-05,2000-09-04
487582,Domenico,Katalagarianos,2000-09-04,9999-01-01
487599,Shai,Plavsic,1993-11-08,9999-01-01
487599,Shai,Plavsic,1986-11-08,1993-11-08
487601,Aksel,Emiris,1999-10-07,9999-01-01
487611,Vasilis,Sethi,1988-08-10,1997-08-10
487611,Vasilis,Sethi,1997-08-10,9999-01-01
487617,Berni,Hainaut,1998-07-19,9999-01-01
487633,Foong,Zweizig,1986-11-26,1992-11-25
487633,Foong,Zweizig,1992-11-25,1998-11-25
487633,Foong,Zweizig,1998-11-25,9999-01-01
487640,Apostol,Vecchi,1988-07-11,1995-07-12
487640,Apostol,Vecchi,1995-07-12,9999-01-01
487649,Toney,Kornatzky,1999-09-13,9999-01-01
487651,Itzchak,Cooke,1986-04-18,9999-01-01
487659,Lakshmi,Fadgyas,1991-11-30,1996-11-29
487659,Lakshmi,Fadgyas,1996-11-29,2001-11-29
487659,Lakshmi,Fadgyas,2001-11-29,9999-01-01
487663,Jeane,Brizzi,1986-05-18,1995-05-18
487663,Jeane,Brizzi,1995-05-18,9999-01-01
487667,Valery,Cannard,1991-08-09,9999-01-01
487667,Valery,Cannard,1985-08-09,1991-08-09
487677,Danny,Kilgour,1986-06-05,1993-06-05
487677,Danny,Kilgour,1993-06-05,9999-01-01
487681,Faiza,Klassen,1985-07-08,1985-10-31
487684,Houman,Rahier,1986-02-06,1992-02-06
487684,Houman,Rahier,1992-02-06,9999-01-01
487686,Geraldo,Munoz,1992-11-04,9999-01-01
487686,Geraldo,Munoz,1985-11-04,1992-11-04
487688,Candida,Rathonyi,1988-10-21,1990-11-24
487692,Padma,Ozeki,1987-09-05,9999-01-01
487697,Conrado,Marciano,1999-10-16,9999-01-01
487703,Khedija,Sewelson,1994-05-27,9999-01-01
487709,Sanjai,Vasanthakumar,1990-08-18,1996-08-17
487709,Sanjai,Vasanthakumar,1996-08-17,9999-01-01
487718,Shirish,Legleitner,1986-04-01,1988-01-04
487732,Masami,Iisaku,1986-02-02,9999-01-01
487743,Chanjung,Kavvadias,1990-08-19,9999-01-01
487743,Chanjung,Kavvadias,1985-08-19,1990-08-19
487745,George,Uhrig,1997-05-05,2000-11-21
487749,Unal,Comte,1995-11-06,9999-01-01
487749,Unal,Comte,1986-11-06,1995-11-06
487754,Genta,England,1993-09-12,1996-03-21
487758,Sandeepan,Wendorf,1988-05-12,9999-01-01
487775,Toshimori,Bennis,1989-03-18,9999-01-01
487782,Charlene,Syrotiuk,1998-05-05,1998-05-05
487789,Val,Bellone,1986-03-02,1994-03-02
487789,Val,Bellone,1994-03-02,9999-01-01
487790,Kolar,Fontan,1987-11-19,1992-11-18
487790,Kolar,Fontan,1992-11-18,9999-01-01
487792,Nevio,Suessmith,1995-11-21,9999-01-01
487796,Gunilla,Bashian,1998-12-17,1999-12-04
487801,Panayotis,Ferriere,1988-02-06,1994-02-05
487801,Panayotis,Ferriere,1994-02-05,9999-01-01
487804,Annemarie,Honglei,1987-11-06,9999-01-01
487815,Khalil,Pollacia,1987-09-03,1995-09-03
487815,Khalil,Pollacia,1995-09-03,9999-01-01
487825,Hilari,Kropatsch,1988-02-04,1994-02-03
487825,Hilari,Kropatsch,1994-02-03,9999-01-01
487830,Zeydy,Azuma,1988-04-08,1993-04-08
487830,Zeydy,Azuma,1993-04-08,1996-12-05
487831,Urs,Lemarechal,1986-05-21,1992-05-20
487831,Urs,Lemarechal,1992-05-20,9999-01-01
487849,Sanjiv,Perna,1988-04-07,1995-04-08
487849,Sanjiv,Perna,1995-04-08,2002-04-08
487849,Sanjiv,Perna,2002-04-08,9999-01-01
487869,Uli,Guenter,2000-10-08,9999-01-01
487869,Uli,Guenter,1991-10-09,2000-10-08
487871,Mantis,Panwar,1987-06-14,9999-01-01
487884,Yuichiro,Kawashima,1991-01-16,9999-01-01
487894,Subhankar,Highland,1995-07-28,9999-01-01
487894,Subhankar,Highland,1987-07-28,1995-07-28
487904,Gererd,Ciolek,1992-11-27,1998-11-27
487904,Gererd,Ciolek,1998-11-27,9999-01-01
487924,Rimli,Denos,1995-07-08,1997-06-09
487941,Haldon,Mahmud,1985-07-30,1991-07-30
487941,Haldon,Mahmud,1991-07-30,9999-01-01
487948,Gritta,Keohane,1991-07-05,2002-05-23
487948,Gritta,Keohane,1986-07-05,1991-07-05
487954,Eckart,Schonegge,1990-01-26,1993-12-03
487974,Masadi,Smailagic,1986-04-07,1991-04-06
487974,Masadi,Smailagic,1991-04-06,9999-01-01
487977,Yefim,Gopalakrishnan,1993-12-05,1994-06-24
487977,Yefim,Gopalakrishnan,1987-12-06,1993-12-05
487986,Jackson,Geffroy,2002-03-31,9999-01-01
487986,Jackson,Geffroy,1995-03-31,2002-03-31
488018,Adamantios,Zweizig,1994-04-20,9999-01-01
488018,Adamantios,Zweizig,1988-04-20,1994-04-20
488039,Taegyun,Molenaar,1987-07-18,9999-01-01
488041,Vasilis,Maccarone,1997-09-13,9999-01-01
488053,Gen,Maraist,1985-08-29,9999-01-01
488057,Gennady,Schonegge,1986-07-14,1994-07-14
488057,Gennady,Schonegge,1994-07-14,2002-07-14
488057,Gennady,Schonegge,2002-07-14,9999-01-01
488068,Abdelghani,Sabnani,1996-04-09,9999-01-01
488068,Abdelghani,Sabnani,1987-04-10,1996-04-09
488074,Giordano,Genther,1988-05-25,9999-01-01
488077,Isaac,Huxford,1988-08-02,9999-01-01
488104,Wonhee,Furedi,1993-02-15,2000-02-16
488104,Wonhee,Furedi,2000-02-16,9999-01-01
488114,Krister,DuBourdieux,1999-10-11,9999-01-01
488121,Urs,Schneeberger,1997-06-29,2002-06-29
488121,Urs,Schneeberger,2002-06-29,9999-01-01
488131,Dannz,Rosch,1987-05-21,1994-05-21
488131,Dannz,Rosch,1994-05-21,9999-01-01
488141,Kristen,Hambrick,1992-03-16,1997-03-16
488141,Kristen,Hambrick,1997-03-16,9999-01-01
488145,Phule,Kavanagh,1993-12-03,9999-01-01
488149,Shawna,Krichel,1999-02-17,9999-01-01
488164,Kaijung,Bahk,1993-07-26,9999-01-01
488164,Kaijung,Bahk,1986-07-26,1993-07-26
488168,Adil,Kenevan,1991-07-07,2000-07-06
488168,Adil,Kenevan,2000-07-06,9999-01-01
488175,Brendon,Alpay,1991-03-30,1997-03-29
488175,Brendon,Alpay,1997-03-29,1997-11-14
488180,Kwangyoen,Arlazarov,1985-02-18,1990-02-18
488180,Kwangyoen,Arlazarov,1990-02-18,1995-02-18
488180,Kwangyoen,Arlazarov,1995-02-18,9999-01-01
488183,Shaowei,Hiroyama,1988-10-20,1994-10-20
488183,Shaowei,Hiroyama,1994-10-20,9999-01-01
488185,Junsik,Hanratty,1986-01-15,1995-01-15
488185,Junsik,Hanratty,1995-01-15,9999-01-01
488189,Tianruo,Serra,1988-02-17,1997-02-16
488189,Tianruo,Serra,1997-02-16,9999-01-01
488191,Sanjay,Stassinopoulos,1987-02-20,1995-02-20
488191,Sanjay,Stassinopoulos,1995-02-20,9999-01-01
488192,Theron,Tiemann,1987-07-17,1995-07-17
488192,Theron,Tiemann,1995-07-17,9999-01-01
488194,Oksana,Lortz,1996-12-07,2001-11-02
488209,Shuho,Gulla,1993-02-15,9999-01-01
488220,Tetsurou,Ouhyoung,1990-05-21,9999-01-01
488220,Tetsurou,Ouhyoung,1985-05-21,1990-05-21
488222,Taisook,Kleiser,1994-11-03,9999-01-01
488222,Taisook,Kleiser,1986-11-03,1994-11-03
488246,Paris,Honglei,1989-05-06,1997-05-06
488246,Paris,Honglei,1997-05-06,9999-01-01
488249,Macha,Ciolek,1995-05-10,9999-01-01
488249,Macha,Ciolek,1986-05-10,1995-05-10
488255,Leif,Passafiume,1988-12-27,1994-12-27
488255,Leif,Passafiume,1994-12-27,9999-01-01
488263,Cristinel,Lamparter,1986-08-21,9999-01-01
488271,Aimee,Rahier,1989-01-09,9999-01-01
488275,Ulises,Woycyznski,1989-08-16,9999-01-01
488279,Danny,Rohrbach,1985-05-05,9999-01-01
488290,Narain,Kaltofen,1986-03-26,1995-09-24
488301,Shuzo,Matzen,1986-08-28,1992-08-27
488301,Shuzo,Matzen,1992-08-27,9999-01-01
488327,Takushi,Lemarechal,1989-08-28,1996-08-28
488327,Takushi,Lemarechal,1996-08-28,9999-01-01
488334,Junsik,Picci,1995-12-09,9999-01-01
488335,Atreye,Giaccio,1988-08-18,1994-08-18
488335,Atreye,Giaccio,1994-08-18,9999-01-01
488336,Elgin,Fraisse,1997-06-11,9999-01-01
488338,Yaghout,Pietracaprina,1986-06-17,1993-06-17
488338,Yaghout,Pietracaprina,1993-06-17,2000-06-17
488338,Yaghout,Pietracaprina,2000-06-17,9999-01-01
488339,Muzhong,Yeung,1987-08-08,1992-08-07
488339,Muzhong,Yeung,1992-08-07,1997-08-07
488339,Muzhong,Yeung,1997-08-07,9999-01-01
488358,Christ,Speer,1987-01-18,1988-04-30
488360,Roselyn,Fioravanti,1988-11-12,9999-01-01
488364,Taizo,Murillo,1992-03-31,2001-03-31
488364,Taizo,Murillo,2001-03-31,9999-01-01
488380,Navin,Woycyznski,1999-08-05,2001-01-03
488400,Claudi,Gulla,1993-07-12,9999-01-01
488400,Claudi,Gulla,1985-07-12,1993-07-12
488403,Arra,Klerer,1993-09-07,1995-07-16
488403,Arra,Klerer,1987-09-08,1993-09-07
488407,Leandro,Codenie,1996-03-26,9999-01-01
488407,Leandro,Codenie,1991-03-27,1996-03-26
488413,Arun,Calkin,1989-10-16,9999-01-01
488425,Lansing,Chelton,1994-03-01,1997-01-11
488436,Bernardo,Azuma,1985-06-17,1994-06-17
488436,Bernardo,Azuma,1994-06-17,9999-01-01
488442,Houman,Wynblatt,1992-11-17,9999-01-01
488442,Houman,Wynblatt,1987-11-18,1992-11-17
488456,Eran,Vesna,1995-05-28,9999-01-01
488456,Eran,Vesna,1986-05-28,1995-05-28
488460,Shay,Borstler,1995-10-03,2001-10-02
488460,Shay,Borstler,2001-10-02,9999-01-01
488466,Marlo,Thimonier,1997-11-21,2000-10-20
488474,Chenye,Hainaut,1998-06-09,9999-01-01
488474,Chenye,Hainaut,1991-06-09,1998-06-09
488476,Ghassan,Dymetman,1987-12-24,1996-03-08
488477,Gregory,Matzel,1986-06-01,9999-01-01
488478,Shugo,Candan,1994-06-28,9999-01-01
488478,Shugo,Candan,1988-06-28,1994-06-28
488500,Berto,Rabehasaina,1985-10-23,9999-01-01
488515,Seshu,Merkl,1987-04-08,1996-01-13
488523,Kamran,Genin,1992-10-09,1997-10-09
488523,Kamran,Genin,1997-10-09,2000-05-28
488525,Leen,Zolotykh,1995-04-10,9999-01-01
488525,Leen,Zolotykh,1987-04-10,1995-04-10
488530,Guther,Vuskovic,1995-06-02,9999-01-01
488541,Raimond,Luck,1991-07-05,9999-01-01
488541,Raimond,Luck,1986-07-05,1991-07-05
488545,Shigeo,Condotta,1987-04-03,1992-04-02
488545,Shigeo,Condotta,1992-04-02,9999-01-01
488566,Sangeeta,Murtha,1999-05-19,9999-01-01
488579,Chaoyi,Hagimont,1991-10-18,9999-01-01
488579,Chaoyi,Hagimont,1986-10-18,1991-10-18
488580,Bingning,Kieras,1988-02-20,1997-02-19
488580,Bingning,Kieras,1997-02-19,9999-01-01
488588,Leni,Demizu,1992-08-10,1994-11-14
488593,Venkatesan,Katalagarianos,1988-03-10,1994-03-10
488593,Venkatesan,Katalagarianos,1994-03-10,9999-01-01
488598,Piyawadee,Marciano,1988-01-12,1993-07-05
488627,Sven,Barvinok,1986-03-06,1992-03-05
488627,Sven,Barvinok,1992-03-05,9999-01-01
488630,Heejo,Muhling,1998-05-04,9999-01-01
488631,Marsha,Noriega,1993-11-12,9999-01-01
488631,Marsha,Noriega,1988-11-12,1993-11-12
488637,Hisao,Shiratori,1993-08-16,9999-01-01
488651,Hercules,Werthner,2000-02-12,9999-01-01
488651,Hercules,Werthner,1993-02-11,2000-02-12
488661,Marlo,Verhaegen,1986-02-27,1991-02-27
488661,Marlo,Verhaegen,1991-02-27,9999-01-01
488666,Teunis,Monarch,1996-03-27,1998-03-07
488667,Mayumi,Basagni,1998-01-05,9999-01-01
488674,Uri,Ressouche,1997-06-20,9999-01-01
488674,Uri,Ressouche,1988-06-20,1997-06-20
488677,Gila,Bruckman,1992-11-04,9999-01-01
488677,Gila,Bruckman,1987-11-05,1992-11-04
488682,Ugo,Badache,1987-12-08,1995-12-08
488682,Ugo,Badache,1995-12-08,9999-01-01
488691,Debatosh,Bolsens,1997-10-06,9999-01-01
488705,Nevio,Chenoweth,1988-03-18,1996-03-18
488705,Nevio,Chenoweth,1996-03-18,9999-01-01
488712,Gererd,DeMori,1987-07-20,1996-07-19
488712,Gererd,DeMori,1996-07-19,2001-02-27
488721,Yahiko,Selvestrel,1998-07-31,9999-01-01
488721,Yahiko,Selvestrel,1991-07-31,1998-07-31
488726,Kousuke,Welham,1994-05-06,9999-01-01
488726,Kousuke,Welham,1987-05-06,1994-05-06
488741,Atreyi,Lunt,1999-07-31,9999-01-01
488746,Takahiro,Chandrasekhar,1986-08-03,1992-08-02
488746,Takahiro,Chandrasekhar,1992-08-02,9999-01-01
488751,Paris,Uludag,1994-11-23,9999-01-01
488751,Paris,Uludag,1986-11-23,1994-11-23
488756,Adit,Luke,1999-12-19,9999-01-01
488756,Adit,Luke,1993-12-19,1999-12-19
488761,Rajmohan,Onuegbe,1987-03-24,1991-08-08
488767,Lubomir,Adachi,1997-04-09,9999-01-01
488767,Lubomir,Adachi,1988-04-09,1997-04-09
488776,Jiann,Schmiedel,1994-02-09,9999-01-01
488778,Shaz,Mitina,1985-08-14,1992-12-05
488794,Bodo,Serdy,1987-03-11,9999-01-01
488800,Foong,Schieder,1988-07-28,1996-07-11
488806,Huican,Ranon,1986-06-14,9999-01-01
488811,Annemarie,Simkin,1992-01-28,1994-08-06
488811,Annemarie,Simkin,1986-01-28,1992-01-28
488813,Elliott,Gelosh,1993-09-15,9999-01-01
488813,Elliott,Gelosh,1987-09-16,1993-09-15
488818,Masasuke,Tchuente,1993-02-14,9999-01-01
488818,Masasuke,Tchuente,1985-02-14,1993-02-14
488832,Deniz,Junot,1990-04-20,1993-06-02
488848,Changho,Poehlman,1997-04-26,9999-01-01
488853,Kshitij,Axelband,1995-12-03,1998-10-05
488857,Arto,Garrabrants,1990-10-08,9999-01-01
488857,Arto,Garrabrants,1985-10-08,1990-10-08
488859,Odysseas,McFarlin,1987-01-21,1994-01-21
488859,Odysseas,McFarlin,1994-01-21,9999-01-01
488877,Magy,Baca,1986-10-17,9999-01-01
488881,Aran,Puppo,1998-03-28,9999-01-01
488882,Kwangsub,Khalil,1986-05-26,1993-05-26
488882,Kwangsub,Khalil,1993-05-26,9999-01-01
488887,Szabolcs,Iwayama,1996-02-04,9999-01-01
488887,Szabolcs,Iwayama,1987-02-04,1996-02-04
488894,Boriana,Champarnaud,1985-02-11,1994-02-11
488894,Boriana,Champarnaud,1994-02-11,9999-01-01
488907,Reinhold,Kitai,1987-04-24,1993-04-23
488907,Reinhold,Kitai,1993-04-23,9999-01-01
488910,Moto,Slutz,1985-03-13,1994-03-13
488910,Moto,Slutz,1994-03-13,9999-01-01
488928,Adel,Bazelow,1995-01-26,9999-01-01
488928,Adel,Bazelow,1988-01-26,1995-01-26
488940,Zhongwei,Beutelspacher,1994-06-06,9999-01-01
488940,Zhongwei,Beutelspacher,1988-06-06,1994-06-06
488941,Wayne,Zeidenstein,2002-07-09,9999-01-01
488941,Wayne,Zeidenstein,1993-07-09,2002-07-09
488963,Conrado,Weisert,1997-01-30,9999-01-01
488963,Conrado,Weisert,1988-01-31,1997-01-30
488965,Khosrow,Pokrovskii,1995-09-11,1998-02-10
488965,Khosrow,Pokrovskii,1988-09-10,1995-09-11
488969,Remko,Benzmuller,2000-01-27,9999-01-01
488980,Vishwani,Reeker,1990-05-26,1995-05-25
488980,Vishwani,Reeker,1995-05-25,9999-01-01
488988,Izaskun,Puppe,1990-07-14,9999-01-01
488988,Izaskun,Puppe,1985-07-14,1990-07-14
488995,Moon,Morris,1985-02-13,1994-02-13
488995,Moon,Morris,1994-02-13,9999-01-01
488998,Kendra,Hennings,1989-03-10,1995-03-10
488998,Kendra,Hennings,1995-03-10,9999-01-01
489005,Gilbert,Onuegbe,2000-07-03,9999-01-01
489005,Gilbert,Onuegbe,1993-07-03,2000-07-03
489010,Youngkon,Skrikant,1986-01-08,9999-01-01
489015,Boriana,Benzmuller,1989-04-03,1995-04-03
489015,Boriana,Benzmuller,1995-04-03,9999-01-01
489040,Xiping,Lueh,1994-07-09,9999-01-01
489050,Jeanna,Pramanik,1986-08-12,1994-08-12
489050,Jeanna,Pramanik,1994-08-12,9999-01-01
489054,Edwin,Giveon,1988-08-27,1996-08-27
489054,Edwin,Giveon,1996-08-27,9999-01-01
489060,Kazuhito,Sevcikova,1990-02-28,1995-02-28
489060,Kazuhito,Sevcikova,1995-02-28,9999-01-01
489063,Jianhui,Penn,1999-01-06,9999-01-01
489063,Jianhui,Penn,1994-01-06,1999-01-06
489083,Kish,Birch,1994-08-11,1996-02-20
489083,Kish,Birch,1989-08-11,1994-08-11
489088,Basem,Perz,1994-10-31,9999-01-01
489088,Basem,Perz,1986-10-31,1994-10-31
489113,Woody,Kriebel,1997-08-28,2002-06-10
489114,Muzhong,Felcyn,1986-04-30,1997-08-07
489117,Constantijn,Gustavson,1988-02-08,1996-02-08
489117,Constantijn,Gustavson,1996-02-08,9999-01-01
489124,Chandrasekaran,Uhrig,2000-01-06,9999-01-01
489126,Anestis,Macedo,2001-05-21,9999-01-01
489126,Anestis,Macedo,1994-05-21,2001-05-21
489128,Nishit,Gluchowski,2001-03-02,9999-01-01
489128,Nishit,Gluchowski,1994-03-02,2001-03-02
489130,Guadalupe,Ligten,1992-06-08,2001-06-08
489130,Guadalupe,Ligten,2001-06-08,9999-01-01
489149,Ottavia,Sethi,1992-01-24,1992-08-06
489151,Percy,Hoogerwoord,1986-05-30,9999-01-01
489205,Eran,Cunliffe,1998-02-21,9999-01-01
489211,Demos,Kilgore,1988-03-19,1994-03-19
489211,Demos,Kilgore,1994-03-19,1994-08-23
489215,Conrado,Ritcey,1999-08-28,9999-01-01
489221,Dulce,Remmers,1994-06-05,9999-01-01
489221,Dulce,Remmers,1988-06-05,1994-06-05
489243,Teiji,Lores,1986-04-03,9999-01-01
489245,Shrikanth,Steenbeek,1989-07-04,9999-01-01
489257,Premal,Rissanen,1994-12-09,9999-01-01
489257,Premal,Rissanen,1986-12-09,1994-12-09
489260,Constantine,Huxford,1998-02-03,1999-05-31
489260,Constantine,Huxford,1991-02-03,1998-02-03
489267,Alper,Vadhan,1998-01-14,1999-03-29
489269,Gully,Fontan,1988-04-01,9999-01-01
489270,Yonghoan,Yoshizawa,1989-01-01,1997-10-28
489280,Kristen,Fraisse,1999-10-28,9999-01-01
489283,Abdulah,Ritzmann,1987-10-30,1994-05-02
489318,Uta,Stellhorn,1985-05-13,1992-05-13
489318,Uta,Stellhorn,1992-05-13,9999-01-01
489321,Greger,Curless,1995-09-02,9999-01-01
489321,Greger,Curless,1987-09-02,1995-09-02
489323,Kazuhiko,Peres,1998-04-09,2000-07-22
489325,Qiwen,Furudate,1996-08-26,9999-01-01
489325,Qiwen,Furudate,1987-08-27,1996-08-26
489335,Suebskul,Nivat,1986-11-28,1997-11-07
489337,Filipe,Velasco,1987-07-10,1999-10-16
489340,Fuqing,Setlzner,2001-05-13,9999-01-01
489340,Fuqing,Setlzner,1995-05-14,2001-05-13
489341,Bernd,Schmezko,1985-10-02,1991-10-02
489341,Bernd,Schmezko,1991-10-02,9999-01-01
489342,Shai,Vesna,1987-05-18,1995-05-18
489342,Shai,Vesna,1995-05-18,1998-04-03
489349,Foong,Schapire,1995-10-25,9999-01-01
489349,Foong,Schapire,1988-10-24,1995-10-25
489350,Oscal,Belinskaya,1993-05-21,9999-01-01
489350,Oscal,Belinskaya,1985-05-21,1993-05-21
489352,Mona,Coors,1991-03-18,9999-01-01
489352,Mona,Coors,1985-03-18,1991-03-18
489365,Adhemar,Validov,1986-06-05,1993-06-05
489365,Adhemar,Validov,1993-06-05,9999-01-01
489367,Waiman,Weiland,1992-09-29,9999-01-01
489367,Waiman,Weiland,1987-09-30,1992-09-29
489368,Tianruo,Parascandalo,1987-09-16,9999-01-01
489370,Petter,Beausoleil,1999-10-20,9999-01-01
489381,Elzbieta,VanScheik,1996-03-25,2002-03-25
489381,Elzbieta,VanScheik,2002-03-25,9999-01-01
489389,Claude,Bonifati,1991-08-05,9999-01-01
489405,Sarita,Heuter,1993-10-07,9999-01-01
489410,Falguni,Ratnakar,1991-05-02,9999-01-01
489410,Falguni,Ratnakar,1985-05-02,1991-05-02
489415,Aluzio,Ranft,1988-11-26,1999-10-15
489437,Yuriy,Chelton,1990-03-19,9999-01-01
489437,Yuriy,Chelton,1985-03-19,1990-03-19
489440,Conor,Jonsson,1996-10-23,9999-01-01
489440,Conor,Jonsson,1987-10-24,1996-10-23
489452,Hercules,Sethi,1994-11-29,9999-01-01
489464,Marsha,Chepyzhov,1993-09-20,2000-09-20
489464,Marsha,Chepyzhov,2000-09-20,9999-01-01
489466,Kazunori,Gurbaxani,1985-08-25,9999-01-01
489467,Fumino,Hofman,1987-08-28,1994-08-28
489467,Fumino,Hofman,1994-08-28,9999-01-01
489470,Duro,Hambrick,1987-05-04,1987-08-18
489471,Val,Jeong,1999-01-02,9999-01-01
489484,Qingxiang,Furedi,1997-06-04,1999-08-29
489499,Fun,Nicolson,1986-01-14,1991-01-14
489499,Fun,Nicolson,1991-01-14,9999-01-01
489500,Hideo,Bridgland,1985-11-28,9999-01-01
489504,Apostol,Kriebel,1998-09-21,9999-01-01
489515,Taiji,Poupard,1996-03-29,2000-05-23
489516,Jayesh,Erbe,1987-02-16,9999-01-01
489518,Alexius,Dulay,1999-12-04,9999-01-01
489523,Uriel,Sessa,1988-11-18,1997-11-18
489523,Uriel,Sessa,1997-11-18,9999-01-01
489528,Stamatina,Henseler,2000-07-23,9999-01-01
489528,Stamatina,Henseler,1994-07-24,2000-07-23
489536,Rosalyn,Parveen,1998-06-28,9999-01-01
489560,Soenke,Vesel,1987-04-25,1992-04-24
489560,Soenke,Vesel,1992-04-24,9999-01-01
489565,Domenick,Brodal,1996-12-24,9999-01-01
489581,Kazunori,Shiratori,1989-08-04,9999-01-01
489582,Pranav,Ozeki,1985-07-07,1992-07-07
489582,Pranav,Ozeki,1992-07-07,9999-01-01
489585,Janalee,Callaway,1996-05-17,1997-09-11
489585,Janalee,Callaway,1987-05-18,1996-05-17
489595,Arvind,Gomatam,1988-01-27,1994-01-26
489595,Arvind,Gomatam,1994-01-26,9999-01-01
489618,Denis,Gadepally,1985-08-29,9999-01-01
489622,Hinrich,Malinowski,1985-11-23,1990-11-23
489622,Hinrich,Malinowski,1990-11-23,9999-01-01
489624,Odoardo,Malabarba,1989-02-15,1995-04-02
489626,Perry,Hennings,1997-07-18,9999-01-01
489638,Filipp,Socorro,1996-06-20,9999-01-01
489638,Filipp,Socorro,1987-06-21,1996-06-20
489663,Troy,Koblick,2000-04-17,9999-01-01
489663,Troy,Koblick,1992-04-17,2000-04-17
489669,Danny,Businaro,1985-02-03,1993-02-03
489669,Danny,Businaro,1993-02-03,9999-01-01
489674,Maja,Tramer,1988-02-02,1995-02-01
489674,Maja,Tramer,1995-02-01,2002-02-01
489674,Maja,Tramer,2002-02-01,9999-01-01
489677,Irene,Gill,1986-03-27,1994-03-27
489677,Irene,Gill,1994-03-27,9999-01-01
489680,Divier,Ratzlaff,1987-07-31,1995-07-31
489680,Divier,Ratzlaff,1995-07-31,9999-01-01
489688,Amalendu,Fadgyas,1986-04-18,9999-01-01
489692,Amabile,Farrar,1988-09-16,1995-09-17
489692,Amabile,Farrar,1995-09-17,9999-01-01
489702,Xiaoqiu,Noriega,1994-03-27,9999-01-01
489702,Xiaoqiu,Noriega,1987-03-27,1994-03-27
489730,Niranjan,McAffer,1988-12-20,1996-12-20
489730,Niranjan,McAffer,1996-12-20,1997-02-13
489731,Martial,Gopalakrishnan,1993-07-20,1997-11-14
489731,Martial,Gopalakrishnan,1986-07-20,1993-07-20
489734,Miyeon,Staylopatis,1988-10-01,9999-01-01
489751,Masali,Feldmann,1997-04-18,9999-01-01
489758,Marin,Hempstead,1987-05-06,9999-01-01
489759,Serap,Pell,1988-12-10,1994-12-10
489759,Serap,Pell,1994-12-10,9999-01-01
489762,Huei,Benzmuller,1995-09-30,1998-01-10
489782,Jiong,Schnabel,1986-06-06,1994-06-06
489782,Jiong,Schnabel,1994-06-06,2002-06-06
489782,Jiong,Schnabel,2002-06-06,9999-01-01
489801,Dante,Lichtner,1987-04-14,9999-01-01
489805,Pranas,Cools,1987-03-20,1993-03-19
489805,Pranas,Cools,1993-03-19,9999-01-01
489808,Tonny,Valiente,1988-02-01,1991-12-25
489823,Xiaoheng,Bugrara,1986-08-27,1995-08-27
489823,Xiaoheng,Bugrara,1995-08-27,9999-01-01
489835,Chinho,Fortenbacher,1987-07-11,1994-07-11
489835,Chinho,Fortenbacher,1994-07-11,9999-01-01
489844,Yakkov,Kuhnemann,1987-08-23,2001-04-05
489858,Kristen,Iisaku,1994-03-30,9999-01-01
489858,Kristen,Iisaku,1987-03-30,1994-03-30
